2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
24,27,23,30,32,34,51,35,33,39,55,41,40,32
25,44,34,43,43,35,38,26,22,42,31,32,32,28
40,40,33,28,26,25,31,44,23,25,56,48,29,26
25,49,32,36,22,22,27,38,23,31,38,38,25,30
33,28,19,42,24,35,42,28,39,50,36,23,27,38
25,34,56,29,43,28,30,24,34,45,28,35,34,31
35,43,45,35,37,26,40,26,31,48,34,26,53,39
30,30,28,23,29,30,22,32,36,48,24,39,56,33
28,31,26,40,37,27,48,24,26,25,40,32,32,27
31,31,23,27,35,33,45,40,35,28,31,28,37,45
31,40,36,33,30,44,21,32,44,29,24,54,30,35
36,24,26,33,24,38,26,43,35,44,42,36,40,29
24,25,29,29,49,33,41,34,28,34,28,22,31,50
30,36,38,30,32,29,29,28,46,36,48,27,38,26
21,28,36,45,27,40,53,41,30,31,32,30,33,30
46,26,27,43,25,31,31,38,44,33,34,33,40,47
33,44,24,42,25,35,27,32,31,20,39,47,56,37
22,27,23,34,25,56,27,23,32,48,26,48,28,31
50,41,36,25,22,24,21,42,24,31,22,36,26,26
39,39,37,37,32,28,23,39,62,45,35,39,53,42
23,28,42,27,22,49,46,19,25,23,33,38,25,41
30,37,29,40,28,45,32,25,29,35,31,23,44,41
26,45,26,30,32,26,35,34,28,40,31,44,33,19
25,40,25,30,24,26,19,25,52,49,26,29,45,34
24,27,28,43,28,37,44,32,34,44,36,32,29,33
28,26,28,26,36,40,33,61,29,35,32,32,31,28
27,29,24,25,25,36,25,25,26,24,27,23,40,39
31,35,20,28,27,37,61,28,41,44,39,28,31,44
27,24,32,28,59,24,55,26,35,39,28,30,31,38
28,23,32,27,22,27,24,34,37,32,27,26,33,36
27,28,22,26,45,51,31,31,32,41,30,31,47,52
54,59,29,26,48,30,26,38,39,27,28,49,44,22
26,27,34,25,31,27,36,48,30,36,32,30,26,30
23,18,34,27,25,41,24,56,38,42,27,38,25,29
26,19,28,32,35,27,56,31,23,28,31,47,45,26
32,32,28,32,40,31,21,25,29,43,35,32,28,33
24,26,29,53,28,23,23,29,67,45,37,28,35,30
26,32,30,26,27,33,25,44,31,28,39,51,29,25
31,26,40,47,26,47,28,28,29,31,28,30,37,55
30,36,27,24,24,24,24,57,32,24,26,31,35,46
27,27,24,25,29,24,32,42,33,33,51,24,32,30
28,48,31,34,31,39,30,43,29,59,40,46,31,35
28,30,29,38,58,33,27,44,27,33,32,28,28,24
32,33,40,24,28,25,54,30,32,34,22,24,25,38
26,35,39,31,43,29,24,31,33,38,28,30,29,29
22,41,23,22,46,33,37,36,32,32,46,31,39,20
25,30,32,26,29,36,39,26,25,24,22,29,43,34
30,26,27,32,42,34,24,68,24,38,30,29,23,27
24,40,34,25,24,49,35,23,69,24,30,26,35,34
29,43,55,33,25,24,51,34,28,45,37,24,33,35
25,29,26,26,34,23,41,32,34,28,32,29,39,39
26,36,49,30,26,34,35,33,25,33,27,29,29,34
42,27,39,32,23,29,22,32,34,30,26,31,23,25
33,31,39,25,29,24,23,39,26,28,40,30,27,28
42,28,24,34,27,39,29,42,35,26,27,40,52,26
16,32,24,40,28,27,28,50,44,23,36,35,31,28
44,45,39,26,34,25,30,55,23,27,49,30,29,37
32,32,29,30,19,40,53,39,33,66,40,49,29,21
28,31,42,27,28,31,35,25,22,31,31,31,40,36
29,25,42,36,51,37,29,26,32,46,40,23,43,31
28,44,27,43,27,42,49,25,22,28,28,30,29,40
32,50,29,46,23,20,50,22,35,40,22,31,28,38
32,20,29,35,30,26,26,35,50,40,24,47,25,33
20,20,27,23,56,19,27,27,32,34,31,31,43,34
27,27,40,28,39,25,44,43,30,43,34,41,38,40
21,19,38,24,34,50,62,40,41,36,39,23,24,45
49,27,30,37,40,28,34,30,40,36,34,30,25,29
43,27,25,38,34,28,30,25,31,43,35,25,25,32
24,31,26,26,31,37,37,42,30,23,39,41,48,23
41,27,27,45,25,43,30,26,46,39,30,27,24,36
25,28,25,61,27,35,47,41,26,34,28,31,41,28
27,28,29,33,27,57,23,23,39,40,26,26,36,39
27,28,34,29,24,47,20,26,31,52,39,32,41,39
26,29,44,24,40,29,20,23,40,36,23,24,27,28
35,30,39,27,31,21,22,32,31,29,23,36,38,28
27,38,64,30,37,37,28,42,31,37,29,23,36,32
24,17,28,30,34,24,49,23,37,45,50,23,28,48
33,29,29,25,30,45,24,42,42,37,27,30,41,33
25,28,26,48,23,28,34,28,51,36,22,25,24,33
31,52,27,44,25,35,40,39,25,27,55,34,30,23
30,41,41,31,30,41,49,43,23,19,33,42,40,46
32,29,24,31,28,28,29,23,23,28,32,30,35,31
31,31,28,25,30,26,36,39,31,31,30,33,32,37
29,23,34,48,27,28,37,40,20,48,43,35,43,33
28,27,42,32,31,24,36,26,43,34,39,29,33,34
42,24,33,38,32,28,36,43,28,29,20,44,29,33
23,22,38,25,36,29,42,58,41,40,20,44,50,44
32,31,24,26,38,34,36,59,51,26,32,31,43,30
32,32,25,35,29,26,39,39,37,42,29,40,56,45
44,27,25,27,30,23,32,52,28,41,36,33,33,33
25,27,26,29,18,22,39,35,41,25,41,26,29,28
38,30,26,43,43,24,27,46,35,39,27,31,41,31
26,27,42,33,25,55,30,28,36,32,26,34,33,41
33,27,24,30,25,42,30,25,45,32,41,29,51,28
20,28,48,43,47,33,29,40,39,33,29,50,39,27
33,28,27,22,20,27,36,28,23,28,36,35,41,25
23,27,30,29,24,27,26,22,34,24,44,27,54,24
44,23,48,25,40,41,37,24,27,38,32,31,30,49
39,33,26,31,26,54,43,41,46,33,38,27,52,49
35,57,24,29,31,24,38,48,43,40,27,54,38,24
32,21,31,32,32,29,30,31,33,25,33,29,40,32
50,31,29,34,60,28,41,22,45,48,45,31,33,32
26,23,29,28,38,46,26,26,38,32,48,41,36,37
33,30,27,40,23,31,38,22,25,38,41,36,27,33
26,34,38,34,24,43,44,37,25,41,34,27,22,49
45,23,29,38,35,19,25,54,33,27,61,34,32,37
26,25,42,33,29,26,29,31,25,44,47,31,27,25
22,39,41,26,43,40,38,27,26,29,26,33,46,31
23,49,31,38,46,27,24,26,24,30,37,30,47,39
43,32,25,23,28,52,45,26,30,44,41,38,33,27
44,30,32,27,27,31,37,24,24,55,28,50,39,20
42,28,19,30,24,29,36,24,52,38,34,23,41,34
28,36,32,38,25,54,31,25,33,40,29,32,24,37
23,43,26,31,24,32,24,29,34,39,39,32,32,28
42,36,39,27,38,29,36,26,33,30,25,28,27,31
29,29,23,33,38,28,44,40,30,46,39,34,31,36
46,30,29,29,34,32,46,45,29,28,30,29,38,40
27,27,25,34,32,28,28,46,39,29,58,30,32,25
36,23,40,32,24,26,42,16,39,40,41,32,30,29
36,38,36,24,34,26,29,34,24,40,44,29,42,47
31,27,37,21,23,26,32,31,26,40,23,36,41,12
22,25,43,38,23,38,43,43,31,41,37,49,30,23
40,40,34,37,34,39,45,25,29,32,26,28,42,24
34,57,29,32,23,31,45,22,25,26,31,27,15,33
29,23,25,29,29,25,37,40,45,30,31,23,30,31
24,27,34,39,27,32,41,32,43,57,23,28,33,32
27,36,31,35,26,35,34,25,39,26,47,37,35,26
36,26,27,44,38,20,39,28,27,31,31,25,35,34
41,25,28,23,40,29,35,29,36,40,26,29,34,26
40,44,23,28,44,37,28,30,38,30,24,32,33,28
31,22,32,35,47,25,35,26,38,31,39,34,26,46
26,23,25,39,24,32,30,45,24,26,59,24,39,42
27,33,27,44,32,37,32,39,24,30,30,30,37,27
44,27,23,25,38,37,30,35,34,25,47,36,46,40
33,46,27,35,32,28,29,39,30,56,46,56,44,30
32,44,19,25,54,31,42,23,56,42,35,41,30,24
30,44,35,38,16,29,23,46,29,44,31,23,29,36
36,21,45,31,17,36,42,26,38,38,30,24,35,30
33,35,31,47,28,33,25,36,31,27,33,38,44,27
33,53,29,42,36,28,39,25,47,40,52,31,49,46
25,42,40,26,29,32,36,27,51,40,30,29,43,31
25,23,33,29,28,39,34,21,33,37,41,35,55,23
28,39,26,37,25,27,34,26,35,41,33,46,32,32
38,30,39,36,31,26,42,48,25,43,32,37,50,39
29,28,35,16,31,36,52,66,35,32,32,32,51,34
46,46,44,24,30,59,29,27,40,24,49,46,43,36
32,29,38,28,31,26,23,49,25,28,24,31,39,26
45,22,22,40,37,28,44,23,50,40,34,55,24,32
31,41,24,26,20,41,46,27,28,29,40,17,46,47
28,28,42,29,28,15,26,36,35,54,39,38,58,38
33,35,26,39,26,23,54,25,28,32,30,40,33,29
51,33,61,42,27,24,35,26,58,27,28,31,33,31
31,23,44,46,35,23,23,29,30,27,32,47,43,32
34,50,28,43,33,38,24,47,37,30,53,36,38,42
28,25,19,36,49,31,31,53,22,25,51,54,31,27
36,27,31,24,24,33,25,39,32,37,35,39,27,25
26,24,51,33,40,24,24,43,26,43,29,28,34,35
28,36,30,27,36,24,28,28,28,47,24,27,56,33
36,42,41,47,28,23,24,39,41,48,40,23,30,32
45,23,33,43,39,28,36,62,31,48,40,34,42,41
35,30,27,30,39,34,21,35,22,36,24,45,32,34
29,53,59,40,27,30,40,28,28,32,29,21,44,33
31,25,24,29,29,28,30,41,26,47,36,24,39,34
24,39,27,20,28,29,32,41,28,24,26,33,45,52
25,28,24,63,25,38,26,38,23,28,44,24,26,27
28,21,40,25,27,27,30,47,44,28,40,23,34,30
27,24,33,29,39,23,26,29,39,27,32,28,29,20
43,29,44,54,28,28,23,25,29,33,27,30,23,27
37,36,40,23,36,26,28,46,26,30,31,46,30,34
43,41,38,54,45,39,31,26,36,49,24,30,29,23
50,25,22,28,23,42,32,36,35,36,24,30,26,28
36,27,32,24,27,40,24,36,37,37,17,38,25,26
48,54,27,44,44,38,40,50,28,36,25,25,24,29
31,45,25,33,28,66,36,26,39,36,33,36,56,41
31,25,29,38,32,31,41,46,49,30,24,25,60,34
29,36,42,26,28,27,46,30,49,39,34,27,38,45
42,27,56,38,29,26,36,32,44,28,30,26,34,49
27,29,35,26,35,29,26,25,27,42,24,33,40,37
37,28,26,27,28,28,39,31,43,37,65,32,28,30
33,43,25,47,46,50,28,57,24,29,29,22,18,41
29,25,39,35,43,23,29,28,25,40,30,28,28,23
24,29,39,28,27,35,26,32,30,28,28,26,30,22
35,45,32,24,27,30,40,42,26,33,28,42,22,39
20,27,27,28,33,29,28,34,41,30,36,37,31,41
26,30,42,30,27,36,29,25,47,32,29,33,25,28
33,34,31,27,25,42,27,51,27,23,40,61,33,31
38,25,39,24,24,31,40,44,26,39,28,28,33,34
25,35,44,36,39,28,31,30,23,37,24,38,31,22
36,31,35,25,22,46,30,27,33,28,35,19,35,44
37,24,29,27,31,30,25,41,43,27,40,31,34,40
27,31,24,42,28,49,33,25,46,35,25,30,44,49
29,33,26,29,25,26,40,22,27,31,32,31,33,32
56,24,38,30,28,28,35,41,22,32,36,28,30,36
49,26,27,24,27,41,69,28,47,32,24,29,42,31
24,29,37,34,26,36,58,29,34,23,22,19,33,32
27,27,41,29,25,22,43,24,25,37,44,44,28,51
35,28,14,38,31,23,37,24,22,40,43,27,46,41
30,26,23,24,43,48,54,46,41,26,42,24,50,40
25,22,24,24,34,36,34,25,29,53,27,40,52,47
47,26,43,36,37,23,25,20,28,31,33,41,25,35
54,36,39,35,34,24,33,53,56,37,45,24,32,23
28,24,26,25,43,26,29,55,37,15,24,49,26,32
32,23,36,18,25,31,26,26,30,36,35,24,30,42
31,29,45,34,25,26,49,28,32,40,23,34,38,32
55,29,33,32,48,32,62,27,40,33,23,30,31,34
25,33,48,38,39,29,25,41,30,29,24,23,24,25
29,27,28,54,42,30,25,33,40,28,37,28,28,32
27,25,30,25,27,24,26,25,37,32,45,25,48,20
28,20,27,32,24,22,27,28,24,34,37,37,36,28
58,28,22,30,30,29,39,53,35,39,35,37,22,26
41,29,22,44,23,44,42,32,32,29,50,29,41,49
21,30,41,28,33,58,50,28,34,29,47,32,46,35
26,30,34,31,39,24,24,18,34,41,26,29,39,26
26,34,23,26,29,24,48,26,26,37,23,26,44,43
31,36,25,25,41,26,36,47,28,22,31,31,23,30
31,37,23,24,32,38,32,48,34,37,27,19,41,29
41,28,24,41,30,36,29,23,24,33,24,34,46,43
49,62,32,25,28,34,44,27,23,31,28,39,47,50
31,31,38,28,32,28,32,19,29,38,27,37,35,26
24,41,28,30,60,48,25,27,62,32,36,43,58,46
38,31,38,25,32,21,35,42,31,25,30,31,50,24
32,26,44,23,27,38,53,29,25,36,30,53,28,33
32,31,48,32,26,24,52,40,27,48,41,24,42,29
35,24,26,28,39,31,49,31,37,26,44,30,40,27
34,43,38,25,25,58,23,31,45,39,24,26,36,38
29,46,22,28,35,37,24,15,32,49,36,35,35,46
45,25,32,33,25,26,29,26,48,40,40,43,49,39
30,27,46,28,25,29,40,32,34,26,29,30,28,27
51,28,30,26,27,27,32,26,26,22,32,25,24,27
25,31,32,32,25,27,25,30,28,43,29,30,25,39
27,46,28,41,23,27,37,27,38,23,31,25,47,28
25,42,24,31,27,26,39,33,27,27,32,28,36,23
26,37,34,27,53,44,35,29,29,22,42,30,30,40
24,19,37,54,34,34,24,27,26,24,30,31,28,50
31,34,28,31,28,38,23,39,22,32,40,36,33,32
30,24,28,45,41,55,29,47,32,27,40,23,32,26
42,26,24,25,47,41,43,25,40,30,44,26,38,24
36,27,29,27,30,25,28,26,34,35,43,30,28,39
31,30,39,23,26,24,26,35,49,24,30,28,29,39
37,24,25,37,38,25,26,48,44,34,47,37,33,28
41,23,40,45,26,41,31,36,29,26,23,41,27,33
26,52,32,27,25,23,28,52,26,36,52,33,53,47
38,45,25,46,27,31,30,26,31,29,23,34,39,32
39,25,30,30,26,26,25,32,36,25,40,27,39,41
34,32,27,24,21,31,45,25,42,24,24,26,30,36
30,26,26,37,28,36,30,39,35,41,29,23,24,36
26,23,26,32,25,34,26,31,51,36,32,43,42,33
30,25,28,27,31,29,30,26,26,41,32,37,23,40
34,29,31,28,36,43,26,40,45,27,36,22,34,32
38,26,17,38,26,41,41,,44,27,23,23,39,32
39,45,29,22,31,39,39,30,33,33,40,28,25,52
23,34,29,26,47,37,53,44,25,27,37,36,42,31
23,28,28,41,30,23,30,36,43,40,48,45,28,37
28,20,30,26,32,38,27,42,51,49,56,37,26,43
40,22,23,44,57,25,28,38,25,30,46,40,29,19
27,20,63,26,28,48,28,38,35,29,23,25,29,34
25,32,41,32,38,32,38,22,34,22,40,43,46,29
29,25,25,39,25,26,36,31,28,42,29,38,29,29
63,40,36,25,42,30,22,30,25,22,38,46,27,47
47,25,30,32,28,50,39,28,32,25,37,25,32,57
34,23,28,39,43,37,23,26,30,50,28,30,30,25
34,27,26,19,27,25,25,34,44,24,19,18,40,38
32,27,25,43,34,37,28,23,23,20,30,26,40,39
51,16,28,37,33,28,53,31,49,35,32,24,33,44
28,24,39,47,33,31,22,35,22,39,31,43,33,48
25,34,38,38,26,21,35,27,23,36,43,23,34,30
22,25,23,25,31,22,34,35,42,28,36,37,27,28
27,41,25,23,33,24,36,24,41,34,44,26,40,31
20,20,28,33,29,46,27,29,26,27,40,31,34,28
31,30,24,27,38,42,30,43,28,40,37,32,26,26
21,29,51,27,28,26,36,48,34,34,39,38,29,27
34,21,31,42,23,33,35,28,34,26,34,24,27,26
22,26,28,51,38,29,26,47,30,33,27,41,30,45
28,22,17,39,25,27,34,32,42,34,31,30,35,25
30,32,34,15,23,25,41,27,30,38,44,25,26,29
34,23,41,25,34,36,28,34,26,41,38,47,25,23
44,28,24,38,26,31,31,33,35,29,27,28,17,34
24,29,31,27,42,32,35,46,26,30,27,23,24,46
24,43,24,19,21,33,27,33,38,37,31,32,33,43
41,32,39,35,43,40,37,60,39,40,37,26,27,46
44,25,34,36,51,22,49,33,23,28,31,49,34,27
29,35,22,30,28,30,39,26,26,37,33,60,48,40
29,46,40,44,45,20,31,23,38,31,31,22,35,43
34,27,29,32,32,25,37,27,27,37,39,45,38,51
27,43,30,24,34,38,30,34,53,30,23,50,22,39
25,38,28,47,41,26,34,24,23,29,28,34,37,52
30,49,29,35,26,24,37,50,27,41,23,31,21,50
36,26,36,24,26,25,28,26,29,21,48,41,21,24
51,30,33,25,24,26,24,41,23,50,41,41,37,25
31,42,49,44,26,28,41,27,30,46,57,34,24,26
39,37,24,45,23,25,36,30,27,39,47,30,35,45
46,32,22,41,31,27,51,53,44,25,41,25,45,26
27,40,26,42,24,27,28,37,47,28,34,30,39,29
26,31,34,26,24,24,41,32,44,31,28,57,44,27
29,40,42,40,23,22,46,28,24,39,30,32,30,28
46,28,24,26,33,29,60,36,40,38,21,28,27,50
52,33,23,29,29,46,41,31,45,28,26,29,39,34
34,29,24,27,47,26,30,30,30,39,35,38,50,31
20,29,25,37,32,32,24,34,34,38,39,28,38,46
25,52,36,40,39,37,29,43,41,33,26,25,21,25
51,30,31,29,23,31,25,27,45,57,37,34,34,59
29,30,29,37,26,31,35,29,35,26,38,29,46,23
39,29,41,25,29,31,40,23,34,47,35,41,28,54
23,44,39,32,29,39,26,31,49,43,32,26,35,33
23,50,25,41,28,22,26,30,28,37,27,36,33,28
34,37,24,50,31,22,27,31,24,35,34,35,16,40
28,33,25,37,39,29,24,33,42,21,38,29,46,35
23,40,23,37,26,26,37,34,24,44,41,35,31,23
24,26,27,30,32,46,52,23,38,61,16,30,59,32
24,25,38,28,26,28,30,37,34,30,50,47,29,40
48,25,54,23,53,26,26,51,24,24,44,45,31,37
23,18,38,28,32,24,27,23,49,26,30,45,34,45
32,32,29,31,28,39,24,43,33,73,41,30,32,31
25,20,46,24,38,28,45,42,32,48,37,40,29,27
29,26,25,33,25,39,43,57,39,34,36,26,36,26
35,41,25,30,42,37,42,29,27,49,67,52,34,47
27,24,30,27,36,25,26,29,28,27,65,27,36,52
24,26,40,43,29,23,23,44,27,29,54,28,40,27
38,28,28,24,36,28,29,60,24,46,30,30,43,23
35,39,37,33,47,29,19,34,26,22,30,42,25,29
26,32,34,31,20,46,24,30,28,26,32,34,35,46
26,35,25,25,42,50,31,25,30,28,31,27,30,57
22,28,28,35,43,48,47,42,31,28,35,38,23,27
29,23,24,36,23,25,41,24,23,44,25,26,24,31
29,31,27,47,31,32,30,25,45,36,33,29,43,28
37,26,23,35,32,31,33,26,28,45,30,28,37,42
44,44,23,27,38,33,37,48,16,25,34,46,46,34
24,40,28,34,20,34,31,33,31,24,48,26,48,27
25,26,30,39,27,28,29,34,32,33,30,53,32,36
18,37,29,23,46,26,30,29,37,28,35,48,29,30
26,34,29,34,27,25,57,38,32,36,34,28,26,50
36,30,31,39,26,33,35,33,37,38,24,44,28,33
41,29,30,26,25,33,27,32,26,34,25,31,53,30
34,28,28,24,47,21,41,41,32,35,42,38,25,51
25,52,38,27,35,48,24,39,32,23,23,29,32,40
32,27,26,25,28,25,14,28,36,34,41,27,22,37
28,36,27,25,32,28,32,41,23,31,40,60,42,35
27,22,43,22,48,27,26,35,23,31,35,30,32,30
24,31,33,27,30,55,27,23,42,30,22,43,26,49
33,34,37,41,36,28,25,34,21,31,35,22,30,30
16,20,35,27,27,27,37,32,32,36,44,30,31,30
35,32,29,24,36,47,27,23,40,31,38,22,33,31
25,33,34,24,23,25,34,23,23,30,35,41,32,25
42,56,48,28,24,24,30,40,44,33,43,39,28,31
35,29,33,39,27,29,43,24,41,27,18,36,30,26
40,41,28,20,28,23,29,25,64,23,39,29,37,25
33,26,37,30,26,50,28,25,39,29,52,25,34,30
28,34,37,33,28,44,48,29,24,37,26,35,26,48
52,24,50,31,37,29,27,23,32,38,48,26,29,51
32,34,24,24,36,23,25,22,26,21,43,38,37,49
44,28,50,29,25,26,56,25,26,28,35,48,47,27
43,31,28,21,40,38,31,43,33,53,44,46,25,40
22,31,27,26,24,22,41,38,32,42,35,30,28,26
27,26,49,23,44,36,43,39,38,26,56,28,23,29
32,25,27,50,24,23,35,28,41,25,35,49,50,28
35,28,29,32,25,23,27,29,32,32,42,40,38,28
41,24,42,31,25,30,30,44,32,28,25,35,36,34
24,30,40,37,25,38,31,39,37,33,29,24,32,36
24,29,25,30,24,36,30,28,27,31,25,35,25,36
35,25,26,30,42,25,33,23,38,33,32,29,33,38
31,45,24,34,24,32,27,44,41,46,31,36,32,39
42,40,24,24,24,28,36,38,28,31,39,27,25,30
26,34,32,32,32,25,44,25,28,25,39,31,35,35
32,19,47,40,28,26,44,25,25,26,17,34,38,38
21,51,29,27,28,33,23,27,29,27,47,26,26,31
22,24,29,27,25,24,53,34,34,24,26,32,29,40
29,23,26,29,33,41,51,23,47,27,26,29,44,35
45,39,28,24,40,33,32,36,34,32,23,31,29,24
29,29,34,26,30,24,43,25,47,48,21,27,32,43
24,28,26,26,25,36,25,25,41,33,24,35,44,35
35,39,33,23,31,26,30,34,28,42,27,24,45,23
53,37,23,31,34,23,35,52,23,36,28,38,36,24
25,27,40,24,52,30,30,27,24,44,25,26,31,27
25,25,37,24,30,27,27,36,23,27,34,27,35,26
41,21,26,29,38,28,39,26,37,32,29,24,37,25
42,24,24,28,41,29,41,25,22,28,27,36,55,23
32,38,26,47,25,36,23,24,28,35,38,41,28,26
36,24,38,42,29,24,54,41,39,47,53,30,30,35
41,32,32,18,26,36,40,59,28,32,25,47,29,23
33,40,26,30,26,24,24,27,24,35,35,34,33,27
53,25,24,40,24,28,37,28,23,45,36,43,40,31
32,26,31,20,37,17,42,25,28,38,38,27,33,39
31,27,23,28,33,32,29,26,49,35,38,27,30,28
38,27,25,34,48,40,42,38,48,33,38,26,30,41
25,23,30,28,28,27,61,30,35,24,24,22,31,28
23,25,26,38,40,37,28,34,27,42,31,33,34,33
29,60,28,48,32,38,35,47,28,49,25,36,32,45
33,41,56,26,31,23,40,44,54,58,31,51,33,54
27,26,32,33,28,28,25,34,24,66,26,29,30,29
23,25,37,40,38,38,27,25,23,45,30,26,56,44
31,31,27,43,25,38,37,47,26,30,34,27,59,35
57,35,27,27,25,33,27,28,56,36,35,47,31,37
21,25,28,38,23,23,28,21,38,23,24,44,24,48
34,29,23,29,46,32,42,24,36,43,35,33,45,51
27,23,30,33,29,23,25,37,34,25,30,33,58,26
24,41,25,37,32,21,34,28,41,31,35,27,42,29
30,29,27,40,40,26,23,22,32,38,50,38,29,38
45,44,16,30,26,23,34,41,34,52,48,33,39,30
29,30,28,19,41,50,29,30,52,30,35,33,34,31
24,52,39,23,25,27,35,29,36,61,33,31,27,33
25,29,41,26,37,39,42,25,19,52,50,23,29,28
24,50,26,25,35,34,39,28,30,50,34,48,27,36
32,27,44,36,32,43,45,25,27,40,27,28,26,31
40,35,27,26,30,26,25,29,32,32,30,32,25,45
30,42,19,38,26,43,19,26,32,32,24,42,49,25
26,25,38,31,34,26,35,27,53,21,32,34,26,37
33,29,25,27,27,28,24,25,23,32,25,25,35,28
27,28,30,20,30,28,31,36,48,38,37,23,38,27
31,46,23,31,25,29,32,28,25,25,35,28,37,54
54,28,27,28,27,37,34,43,30,23,25,36,23,30
30,28,44,22,34,35,41,59,45,27,40,46,54,32
39,27,43,54,54,27,42,28,27,31,29,33,33,46
30,48,27,31,27,33,47,36,26,27,34,29,28,30
29,30,41,26,32,38,31,27,30,46,29,38,30,38
30,49,48,39,48,33,44,39,48,36,25,33,29,28
23,37,39,25,27,24,29,29,28,40,30,30,32,39
28,25,26,43,25,25,51,26,48,31,27,36,46,30
25,39,24,32,26,33,60,25,41,27,25,53,29,25
43,28,44,24,35,30,25,30,40,30,34,43,34,44
40,39,27,29,47,38,32,34,33,41,17,42,32,46
40,29,25,31,28,27,31,42,30,24,31,32,46,26
28,21,24,31,37,29,39,22,20,23,32,23,31,42
37,29,26,26,24,36,26,40,54,24,38,27,30,40
28,27,27,37,27,55,33,40,22,53,27,27,28,38
25,31,35,41,30,37,39,29,27,54,47,28,25,34
44,26,29,25,37,30,28,35,22,38,57,31,29,55
35,22,29,28,29,27,26,42,25,42,30,25,27,25
26,40,31,42,35,50,25,31,37,34,45,32,33,26
67,25,23,30,27,30,30,44,42,26,43,29,33,42
28,30,37,40,30,23,37,33,28,39,29,39,28,37
41,26,30,31,51,35,35,33,41,51,30,27,34,21
25,37,29,54,25,33,59,40,34,44,31,24,17,26
29,24,21,29,40,27,29,46,35,30,24,54,33,31
29,47,28,25,22,22,19,43,38,40,24,36,30,47
25,24,26,33,25,45,32,24,52,34,47,23,32,20
26,66,26,29,28,30,24,44,42,39,26,26,41,26
41,27,34,35,22,44,35,35,19,43,27,48,25,23
46,28,29,39,25,38,25,22,29,15,29,27,38,26
33,32,24,28,33,35,34,33,51,31,33,36,25,37
35,30,44,41,49,25,45,23,42,39,40,39,30,23
26,44,23,50,43,31,46,27,54,44,30,39,38,33
29,34,24,25,25,37,31,38,29,35,37,24,42,40
34,45,45,37,25,33,26,44,30,31,42,32,31,24
28,23,25,28,26,34,35,43,25,26,42,37,30,24
46,24,31,30,30,29,39,52,27,22,35,40,32,23
32,25,34,27,39,47,47,24,30,27,25,28,39,40
31,30,23,38,26,26,26,21,39,21,33,35,38,41
28,30,25,26,34,24,27,25,30,38,26,25,31,29
23,31,40,26,37,39,30,22,33,27,44,55,25,29
36,29,21,29,28,32,28,28,34,42,42,26,37,36
29,30,36,24,46,31,38,35,25,36,23,48,41,45
37,30,30,51,34,24,43,23,35,56,26,54,33,42
51,25,66,23,34,27,25,42,44,23,21,33,40,35
29,31,33,29,23,33,44,39,67,27,31,20,22,28
22,29,36,40,52,17,37,26,30,37,43,37,54,26
47,24,32,28,27,26,35,27,23,40,25,34,54,31
25,49,27,29,28,28,32,26,26,24,24,31,38,27
29,29,26,34,37,45,42,45,25,30,28,27,47,35
31,21,29,28,24,32,27,22,33,39,36,36,18,40
25,33,43,22,33,30,43,33,31,26,26,39,32,32
43,41,27,29,28,26,22,25,34,53,31,34,28,25
36,34,27,26,29,46,28,46,27,35,47,35,41,27
42,25,25,39,24,23,31,28,43,59,38,51,23,30
25,20,29,24,22,52,48,29,31,60,27,28,29,35
59,27,41,49,42,40,39,25,32,27,33,44,55,36
27,26,30,29,27,26,53,33,27,33,29,22,23,28
39,31,31,30,27,40,38,29,29,42,34,21,24,49
35,36,24,26,41,55,31,40,26,45,25,28,24,34
27,24,26,55,29,31,30,31,28,33,37,28,53,25
29,38,35,56,55,26,30,32,31,46,51,36,26,26
26,22,43,33,26,27,25,51,32,52,57,31,25,24
52,24,48,23,53,23,39,30,24,30,30,33,40,24
24,50,36,25,36,31,57,35,23,18,39,28,27,25
30,29,33,34,25,31,30,35,57,29,27,29,46,22
23,28,26,24,26,25,26,23,47,40,39,29,33,40
24,31,27,29,43,28,61,26,38,27,40,37,44,39
28,39,29,34,35,29,36,25,31,45,29,32,36,50
50,23,23,44,39,27,29,57,31,22,27,29,41,24
38,27,44,44,27,28,38,26,28,39,48,39,20,26
32,31,25,25,39,27,26,29,36,25,34,42,27,32
44,34,34,25,46,22,44,27,25,31,30,29,41,33
46,23,37,42,30,37,24,42,29,34,24,23,44,20
30,35,47,26,22,24,25,36,37,30,35,32,23,20
41,30,26,34,51,22,28,55,53,37,27,29,25,48
26,61,35,35,28,43,43,27,49,42,24,52,36,46
31,40,26,58,26,21,54,23,38,26,54,28,36,32
26,28,30,47,31,24,38,17,24,39,44,43,29,32
23,28,39,45,26,28,26,23,31,33,41,34,27,32
35,37,27,47,42,28,29,25,26,38,26,43,35,44
42,28,42,28,24,25,36,35,25,26,30,47,23,36
26,29,43,28,29,25,38,26,30,29,29,36,36,25
51,28,30,41,22,40,48,37,59,30,29,41,45,40
25,37,31,38,27,36,26,41,28,27,24,25,45,36
23,41,28,29,34,33,31,49,32,36,52,27,36,44
37,26,32,24,36,33,47,43,41,22,29,49,34,34
26,24,23,32,23,25,56,40,51,58,32,41,32,34
44,31,30,27,40,27,29,32,23,25,27,27,25,37
38,49,29,28,25,39,39,41,38,37,52,25,60,35
